menu,price,genre,name,adress,tel,lat,lng,url
アサヒ中瓶,495,居酒屋,こだわり野菜＆創作和ダイニング　和み,大阪府大阪市北区曽根崎１-6-3,050-5451-1445,34.6990155,135.5037521,https://www.hotpepper.jp/strJ001234315/
アサヒ大瓶,780,居酒屋・ダイニングバー・バル,串揚げとイタリアン マジマスタンド梅田店,大阪府大阪市北区堂山町10-7,050-5451-8363,34.7032989,135.5042215,https://www.hotpepper.jp/strJ001250591/
"アサヒ樽生ビール ""マルエフ""",600,ダイニングバー・バル,ビアホール　ニュートーキョー 第一生命ビル店,大阪府大阪市北区梅田１‐８‐１７ 第一生命ビルＢ２Ｆ,050-5450-2177,34.7006002,135.4966544,https://www.hotpepper.jp/strJ000448885/
アサヒ熟撰 小瓶,660,焼肉・ホルモン,肉彩一歩,大阪府大阪市北区堂島浜１-3-22ビル堂島タウン１F,06-6170-2929,34.6957355,135.4975197,https://www.hotpepper.jp/strJ000717438/
アサヒ熟撰 瓶ビール,680,焼肉・ホルモン,ひつじや　うまうま　北新地店,大阪府大阪市北区堂島１-5-4　はつ根ビル2F,06-6940-6067,34.6960488,135.4967281,https://www.hotpepper.jp/strJ001192078/
アサヒ熟撰(生ビール),1100,焼肉・ホルモン,北新地 名門,大阪府大阪市北区曽根崎新地１-4-25 新地MDビル 2F・3F,050-5831-5780,34.6978827,135.4965992,https://www.hotpepper.jp/strJ001224931/
アサヒ熟練生ビール,700,洋食,caro,大阪府大阪市北区曽根崎新地１-3-32,050-5281-0892,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000849182/
アサヒ瓶ビール,640,居酒屋・創作料理,個室・野菜巻き串と焼き鳥 博多巻きんしゃい 梅田茶屋町店,大阪府大阪市北区茶屋町２丁目２８番地茶屋町UGビル,050-5346-4302,34.7058684,135.4991214,https://www.hotpepper.jp/strJ001193218/
アサヒ瓶ビール (小瓶),715,創作料理,びすとろ炭火焼　一星,大阪府大阪市北区曽根崎新地１-6-29　宝ビル1F,050-5572-3615,34.6974151,135.4994344,https://www.hotpepper.jp/strJ001100104/
アサヒ瓶ビール(中瓶),638,居酒屋,炉端焼き×肉寿司 炭焼 肉炉端 炉漫堂 梅田東通り店,大阪府大阪市北区小松原町４－５　地下1階,050-5257-5545,34.7026707,135.5010691,https://www.hotpepper.jp/strJ001109938/
アサヒ生ビール,380,居酒屋,たこ焼酒場　しん家,大阪府大阪市北区梅田１丁目１１－４大阪駅前第４ビルＢ１-50,050-5281-4023,34.6998973,135.4988268,https://www.hotpepper.jp/strJ001117854/
アサヒ生ビール,500,和食,おていちゃん,大阪府大阪市北区角田町９‐２６　新梅田食道街１Ｆ,06-6311-6164,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000848743/
アサヒ生ビール,380,居酒屋,天ぷら鉄板焼酒場　しん家,大阪府大阪市北区梅田１-1-3 B1-61,050-5223-0697,34.6990201,135.4966176,https://www.hotpepper.jp/strJ001182497/
アサヒ生ビール,418,居酒屋,こだわり野菜＆創作和ダイニング　和み,大阪府大阪市北区曽根崎１-6-3,050-5451-1445,34.6990155,135.5037521,https://www.hotpepper.jp/strJ001234315/
アサヒ生ビール,500,居酒屋,山守屋,大阪府大阪市北区角田町９‐２６　新梅田食道街１Ｆ,06-6361-3249,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000827803/
アサヒ生ビール〈通称マルエフ〉 (グラス),650,ダイニングバー・バル,アサヒスーパードライ 梅田店,大阪府大阪市北区西天満４丁目15‐10あいおいニッセイ同和損保フェニックスタワーB1F,050-5258-1151,34.6978834,135.5010999,https://www.hotpepper.jp/strJ001238958/
アサヒ生ビール黒生(ジョッキ),418,居酒屋・創作料理,串カツ 天満 七福神 大阪駅前第3ビル店,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B2F,050-5499-3345,34.6988257,135.4992804,https://www.hotpepper.jp/strJ003388350/
アサヒ隅田川ブルーイング 生中,653,居酒屋,サーモンベーネ　鮭寮,大阪府大阪市北区芝田１-3-7 マルシェ芝田3F,050-5861-8487,34.7059162,135.4974555,https://www.hotpepper.jp/strJ001268081/
アサヒ隅田川ブルーイング 生中,653,居酒屋,サーモンベーネ 梅田茶屋町店,大阪府大阪市北区芝田１-10-5 ケリービル　１F,06-6131-4974,34.7074668,135.4970572,https://www.hotpepper.jp/strJ003323987/
アサヒ青生ビール,572,居酒屋・焼肉・ホルモン,串焼き 焼とんyaたゆたゆお初天神店,大阪府大阪市北区曽根崎２－１０－７,050-5352-2890,34.7009597,135.5007968,https://www.hotpepper.jp/strJ001209456/
アサヒ黒生,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
アサヒ黒生,495,お好み焼き・もんじゃ,狸狸亭　北梅田店,大阪府大阪市北区豊崎１－１－６,050-5861-2972,34.7099386,135.5039122,https://www.hotpepper.jp/strJ000680786/
アサヒ黒生 小瓶,450,創作料理,串かつ料理　活　阪急三番街店,大阪府大阪市北区芝田１-1-3 阪急三番街南館B2F,06-6372-8714,34.7042385,135.4984654,https://www.hotpepper.jp/strJ000014516/
アサヒ黒生ビール,380,居酒屋,たこ焼酒場　しん家,大阪府大阪市北区梅田１丁目１１－４大阪駅前第４ビルＢ１-50,050-5281-4023,34.6998973,135.4988268,https://www.hotpepper.jp/strJ001117854/
アサヒ黒生ビール,380,居酒屋,天ぷら鉄板焼酒場　しん家,大阪府大阪市北区梅田１-1-3 B1-61,050-5223-0697,34.6990201,135.4966176,https://www.hotpepper.jp/strJ001182497/
エクストラコールド(氷点下のスーパードライ),550,居酒屋,相撲茶屋　寺尾,大阪府大阪市北区梅田２‐４‐６,050-5281-1112,34.6984628,135.4943825,https://www.hotpepper.jp/strJ000764137/
エクストラハイネケン,700,ダイニングバー・バル・イタリアン・フレンチ,Shisha Cafe&Bar SSS Umeda,大阪府大阪市北区堂山町15-15鳳城ビル 6階,050-5861-7354,34.7046509,135.5028201,https://www.hotpepper.jp/strJ003298651/
オリオンビール,550,居酒屋,伊江人酒場,大阪府大阪市北区堂山町8-16 C棟,050-5827-3270,34.703661,135.5029694,https://www.hotpepper.jp/strJ001153766/
オリオンビール,500,居酒屋,たこ焼酒場　しん家,大阪府大阪市北区梅田１丁目１１－４大阪駅前第４ビルＢ１-50,050-5281-4023,34.6998973,135.4988268,https://www.hotpepper.jp/strJ001117854/
オリオンビール,550,居酒屋,もぐら酒場 アジイチバ,大阪府大阪市北区曽根崎２－１０－１８　B1,06-6312-3755,34.7009597,135.5007968,https://www.hotpepper.jp/strJ000012757/
オリオンビール(小びん),660,居酒屋,ダイナー空亀,大阪府大阪市北区鶴野町4丁目コープ野村梅田A棟1F,06-6940-7662,34.708723,135.5015517,https://www.hotpepper.jp/strJ001224508/
オリオンビール(生),649,居酒屋,島ぬ風　阪急三番街,大阪府大阪市北区芝田１‐１‐３　阪急三番街南館Ｂ２Ｆ,06-6375-7333,34.7042385,135.4984654,https://www.hotpepper.jp/strJ000636820/
オリオンビール(缶),500,居酒屋,ダイナー空亀,大阪府大阪市北区鶴野町4丁目コープ野村梅田A棟1F,06-6940-7662,34.708723,135.5015517,https://www.hotpepper.jp/strJ001224508/
カールスバーグ/ハ―トランド/バドワイザー,814,洋食,アウトバックステーキハウス　梅田店,大阪府大阪市北区堂島１-6-20堂島アバンザB1F,06-6457-7121,34.6968674,135.4962996,https://www.hotpepper.jp/strJ000742765/
キリン,500,中華,焼賣太樓 桜橋店,大阪府大阪市北区梅田２-1-16,06-6341-7061,34.6994133,135.4953013,https://www.hotpepper.jp/strJ001119557/
キリン クラシックラガー,650,ダイニングバー・バル,COOKPARK(クックパーク),大阪府大阪市北区小松原町1-5　イビス大阪梅田内 1F,06-6363-0333,34.7022513,135.5009993,https://www.hotpepper.jp/strJ001209418/
キリン クラシックラガー,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
キリン クラシックラガー,650,創作料理,北新地　うえはら,大阪府大阪市北区堂島１-3-20　天風ビル1F,050-5280-7917,34.6969782,135.4972803,https://www.hotpepper.jp/strJ000659627/
キリン クラシックラガー 瓶ビール 中,500,和食,味楽,大阪府大阪市北区角田町９‐２５　新梅田食道街内,06-6313-4461,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000661084/
キリン クラシックラガー( 瓶 ),770,和食,石臼挽き二八そば そばしき ルクア大阪店,大阪府大阪市北区梅田３-1-3 ルクア 10F,06-6476-8268,34.7029403,135.4955499,https://www.hotpepper.jp/strJ001294355/
キリン クラシックラガー(中瓶),500,居酒屋,山守屋,大阪府大阪市北区角田町９‐２６　新梅田食道街１Ｆ,06-6361-3249,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000827803/
キリン クラシックラガー(中瓶),880,焼肉・ホルモン,黒毛和牛肉匠いちえ　個室別邸,大阪府大阪市北区曽根崎新地１－９－９　谷安ロワビル1階（北新地永楽町通り）,06-4798-1801,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000761204/
キリン クラシックラガー(中瓶),500,和食,おていちゃん,大阪府大阪市北区角田町９‐２６　新梅田食道街１Ｆ,06-6311-6164,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000848743/
キリン クラシックラガー(小),700,イタリアン・フレンチ,人家　（じんや）,大阪府大阪市北区曽根崎新地１‐３‐３　好陽ビルＢ１Ｆ,050-5831-1981,34.6973226,135.4969674,https://www.hotpepper.jp/strJ000017160/
キリン クラッシック ラガー,730,和食,epais　北新地店,大阪府大阪市北区曽根崎新地１-9-3ニュー華ビル3Ｆ,06-6347-6599,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001125145/
キリン ハートランド,580,中華,龍福小籠堂　NU chayamachi,大阪府大阪市北区茶屋町１０‐１２　NU茶屋町８Ｆ,050-5828-2838,34.7069626,135.4990769,https://www.hotpepper.jp/strJ000761383/
キリン ハートランド 生,528,ダイニングバー・バル,おやさいバル　TIERRA（ティエラ）　中津本店,大阪府大阪市北区中津１-5-2,050-5861-3637,34.7099563,135.4957363,https://www.hotpepper.jp/strJ001040161/
キリン ハートランド 生,650,イタリアン・フレンチ,おやさいガーデン　TIERRA （ティエラ）　阪急梅田店,大阪府大阪市北区角田町8-7 阪急うめだ本店13F,050-5265-3326,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001117661/
キリン ハードシードル,480,ダイニングバー・バル,dasole,大阪府大阪市北区小松原町2-4 フコクフォレルトスクエア B1 Ｆ,050-5280-4583,34.7023034,135.5001506,https://www.hotpepper.jp/strJ000989593/
キリン ハードシードル,506,ダイニングバー・バル,おやさいバル　TIERRA（ティエラ）　中津本店,大阪府大阪市北区中津１-5-2,050-5861-3637,34.7099563,135.4957363,https://www.hotpepper.jp/strJ001040161/
キリン ブランデーvsop,800,ダイニングバー・バル,cafe&restaurant funtime BONILLA,大阪府大阪市北区茶屋町19-19茶屋町アプローズB１F,06-6376-8822,34.7085265,135.498567,https://www.hotpepper.jp/strJ000659441/
キリン ラガー,550,中華・居酒屋,浪花ひとくち餃子 チャオチャオ 大阪駅前第3ビル店,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B2F,050-5499-3347,34.6988257,135.4992804,https://www.hotpepper.jp/strJ003388273/
キリン ラガー,715,和食,阪急うめだ本店　江戸前回転鮨　紀州弥一,大阪府大阪市北区角田町8-7 阪急うめだ本店12F,050-5887-3010,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001050830/
キリン 一番搾り,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
キリン 一番搾り,605,創作料理・和食,麦とろ自然生物語　阪急空庭ダイニング32番街　29階,大阪府大阪市北区角田町8-47　阪急グランドビル29階,050-5284-8378,34.7029862,135.4990478,https://www.hotpepper.jp/strJ001160305/
キリン 一番搾り,473,居酒屋・中華,大衆食堂ぬ。,大阪府大阪市北区兎我野町11-20　新大同ビル102,050-5289-8792,34.7011441,135.503577,https://www.hotpepper.jp/strJ001192743/
キリン 一番搾り,660,ダイニングバー・バル,阪急うめだ本店　美味旬菜,大阪府大阪市北区角田町8-7　阪急うめだ本店12F,050-5877-1665,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001041245/
キリン 一番搾り,418,居酒屋・中華,大衆飯店ヌ。大阪梅田店,大阪府大阪市北区梅田１-11-4　大坂駅前第4ビル　B1　40A,050-5451-2180,34.6998973,135.4988268,https://www.hotpepper.jp/strJ001234711/
キリン 一番搾り,825,中華,海皇(はいふぁん) 堂島店,大阪府大阪市北区堂島１-4-2  ビールディング北新地3F,050-5287-1755,34.696101,135.4982009,https://www.hotpepper.jp/strJ001176657/
キリン 一番搾り,700,ダイニングバー・バル,cafe&restaurant funtime BONILLA,大阪府大阪市北区茶屋町19-19茶屋町アプローズB１F,06-6376-8822,34.7085265,135.498567,https://www.hotpepper.jp/strJ000659441/
キリン 一番搾り 中瓶,700,焼肉・ホルモン,個室・焼肉懐石　北新地 すがはら,大阪府大阪市北区堂島１‐４‐２　ビールディング北新地２Ｆ,06-6341-2915,34.696101,135.4982009,https://www.hotpepper.jp/strJ000109854/
キリン 一番搾り 瓶ビール(中瓶),605,焼肉・ホルモン・各国料理,焼肉じゅうじゅうカルビ　東梅田店,大阪府大阪市北区堂山町1-5 三共梅田ビル2F,050-5499-0990,34.7026461,135.5043503,https://www.hotpepper.jp/strJ003366582/
キリン 一番搾り 生ビール,770,洋食,ハンバーグ・ステーキ グリル大宮　グランフロント大阪店,大阪府大阪市北区大深町4-20 グランフロント大阪 南館7F,050-5828-3281,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001125926/
キリン 一番搾り(瓶),871,居酒屋,博多もつ鍋　おおやま　LINKS UMEDA（リンクスウメダ）,大阪府大阪市北区大深町1-1　ヨドバシウメダタワー8階,050-5451-0934,34.7045946,135.4961989,https://www.hotpepper.jp/strJ001231151/
キリン 一番搾り(生),693,居酒屋,博多もつ鍋　おおやま　LINKS UMEDA（リンクスウメダ）,大阪府大阪市北区大深町1-1　ヨドバシウメダタワー8階,050-5451-0934,34.7045946,135.4961989,https://www.hotpepper.jp/strJ001231151/
キリン 一番搾り中瓶,650,イタリアン・フレンチ,Casa d’oro(カーサディオーロ),大阪府大阪市北区西天満５丁目14番7号 和光ビル1階,06-7710-6583,34.6989653,135.506431,https://www.hotpepper.jp/strJ001194672/
キリン 淡麗,600,ダイニングバー・バル,cafe&restaurant funtime BONILLA,大阪府大阪市北区茶屋町19-19茶屋町アプローズB１F,06-6376-8822,34.7085265,135.498567,https://www.hotpepper.jp/strJ000659441/
キリンのシャンディガフ,539,居酒屋,大衆食堂ROOKIE(ルーキー)　エキマルシェ大阪店,大阪府大阪市北区梅田３－１－１,050-5877-3749,34.7030748,135.4952711,https://www.hotpepper.jp/strJ003324995/
